crop,location,demand_kg,modal_price,previous_demand,month,quantity_kg,production_cost_per_kg,selling_price_per_kg,transport_cost,other_cost,profit
Apple,Guntur,4.0,120.0,8.0,8,1166,61.04848085241467,103.66467122100397,521.7116030303387,112.75527795608481,49056.01108878871
Apple,Guntur,4.0,120.0,8.0,8,598,76.25713983616414,110.07730115732944,1742.5897978376327,369.7776346758955,18112.089037543315
Apple,Guntur,4.0,120.0,8.0,8,1069,54.83778968648973,121.54724358213447,920.0805045014798,182.71537933515938,70209.6103306076
Apple,Guntur,4.0,120.0,8.0,8,1624,66.5401177603151,124.47955564453697,386.20991868642176,392.5622222009051,93314.87498308899
Apple,Guntur,4.0,120.0,8.0,8,1120,64.15324461256704,106.25854905071334,1951.3524536098882,664.7843174870848,44541.8041996269
Apple,Guntur,4.0,120.0,8.0,8,1812,80.33931919078705,105.06455350613916,850.0361882754303,506.3808086407369,43445.70758250187
Apple,Guntur,4.0,120.0,8.0,8,762,87.50726372172832,122.6019060442323,1243.7868602250405,625.6097474540481,24872.720842068942
Apple,Guntur,4.0,120.0,8.0,8,316,62.57650148654326,111.06549326823108,1475.5204417672396,447.5928334781544,13399.408127767958
Apple,Guntur,4.0,120.0,8.0,8,828,65.52178563710203,123.49255748390881,1156.2436932151588,107.58635603620885,46735.96903990465
Apple,Guntur,4.0,120.0,8.0,8,1356,84.49715318744123,110.5177245711053,2404.9619472782038,573.7389330970123,32305.19391587327
Apple,Guntur,4.0,120.0,8.0,8,1687,74.64376397243831,117.16409309207519,1286.5801483523035,305.2475401886452,70139.96753628645
Apple,Guntur,4.0,120.0,8.0,8,1148,73.93330988444883,107.10546948058149,2381.6279943397185,646.9072353298418,35053.10398669072
Apple,Guntur,4.0,120.0,8.0,8,1162,57.283419709752856,113.86608731286195,426.6292720366174,484.6702176266149,64837.760265149525
Apple,Guntur,4.0,120.0,8.0,8,1256,80.53328004447631,115.10197848395974,1852.829264533128,778.0563607818945,40787.39961467618
Apple,Guntur,4.0,120.0,8.0,8,1132,81.414382741829,116.83723351959027,522.4698874701385,158.8747642804982,39417.32242867512
Apple,Guntur,4.0,120.0,8.0,8,1776,62.0127510325571,111.51963844690205,2262.173199308909,202.62337518441785,85459.43547338333
Apple,Guntur,4.0,120.0,8.0,8,128,57.054157707066906,125.67934988402821,1123.3957506634647,359.44950294682366,7301.179345040759
Apple,Guntur,4.0,120.0,8.0,8,599,62.520666972554835,123.7846489523651,1602.1552254068256,345.1527726902195,34749.817207809305
Apple,Guntur,4.0,120.0,8.0,8,1375,57.00602580115208,120.65152598225849,1528.489349418771,396.9554064728834,85587.11799312965
Apple,Guntur,5.0,120.0,4.0,9,1981,65.88909104468755,112.42684426771852,858.1007825209052,383.641460746992,90949.54689155647
Apple,Guntur,5.0,120.0,4.0,9,1761,56.02691792454615,104.85162999043372,558.5577429096307,554.4472114812445,84867.31299363716
Apple,Guntur,5.0,120.0,4.0,9,1124,78.51741937548873,107.70015531101929,1180.4903643184548,434.40042361615934,31186.50440360175
Apple,Guntur,5.0,120.0,4.0,9,1532,85.26956861482057,107.36630012446686,2419.089586769345,108.50813228287144,31324.5949537259
Apple,Guntur,5.0,120.0,4.0,9,771,74.01618139113305,109.744473318662,395.48172325598006,747.2503311565172,26403.781021712326
Apple,Guntur,5.0,120.0,4.0,9,863,56.65667633047436,115.2925028256317,2432.465578362018,466.16849091910416,47704.084196039665
Apple,Guntur,5.0,120.0,4.0,9,1356,61.80512783711369,109.06785472414631,2490.8290250646155,587.8475391046704,61009.58109464696
Apple,Guntur,5.0,120.0,4.0,9,1382,86.4416883776756,103.09071312819499,918.1190171029067,765.2880388535912,21325.545149261307
Apple,Guntur,5.0,120.0,4.0,9,1067,68.20278474989267,104.56214558246123,1038.452142553319,218.77593272689586,37538.20993307042
Apple,Guntur,5.0,120.0,4.0,9,775,70.69314257783935,110.48045347262527,1584.0434460719187,154.41424587548937,29096.708251511678
Apple,Guntur,5.0,120.0,4.0,9,140,63.35819506275345,112.87778032389195,371.09509244123103,295.834455018262,6265.812389099896
Apple,Guntur,5.0,120.0,4.0,9,1847,75.70014775283875,108.50298342036312,593.0072754922494,153.34026571941422,59840.48993670585
Apple,Guntur,5.0,120.0,4.0,9,489,88.19279687850926,119.41726820132064,1649.5134310587378,392.7701254034332,13226.482920392598
Apple,Guntur,5.0,120.0,4.0,9,923,85.55981349332853,115.23810894105769,662.6353745014021,387.8785816097583,26342.552742142856
Apple,Guntur,5.0,120.0,4.0,9,473,83.17991990814599,125.69462710355867,630.9171604277619,515.8915007464946,18962.647842255938
Apple,Guntur,5.0,120.0,4.0,9,162,68.14762016323893,121.89994129695636,1551.9792321646448,144.45828071300093,7011.438510784577
Apple,Guntur,5.0,120.0,4.0,9,204,68.93350208415595,108.56176972633695,424.02609263203965,705.3056633785372,6954.834842994347
Apple,Guntur,5.0,120.0,4.0,9,808,89.98983623830071,125.91928408977374,1521.9497523257803,638.2911906263573,26870.752921038074
Apple,Guntur,5.0,120.0,4.0,9,776,81.25492327352842,111.06841318261888,830.3866311251901,243.53172995456742,22061.34980837444
Apple,Guntur,5.0,120.0,4.0,9,100,88.34583698131401,116.54819122682112,803.0141721076179,570.1904790840997,1447.0307733589925
Apple,Guntur,5.0,120.0,4.0,9,1923,55.68827284048392,108.44813956860737,348.8064324666636,448.71563065212507,100659.70165506263
Apple,Guntur,5.0,120.0,4.0,9,537,81.80346210248302,114.48392402668784,2174.799300700788,486.3347871421399,14888.273965455053
Apple,Guntur,5.0,120.0,4.0,9,488,57.182696041163275,121.0036281472712,1597.9029737027993,436.0321769129326,29110.679717164934
Apple,Guntur,5.0,120.0,4.0,9,1018,81.18494120425028,116.88742923248316,1848.9754898182919,249.0749130562375,34247.08240986655
Apple,Guntur,5.0,120.0,4.0,9,1545,76.22149363550251,125.53110540221708,1637.7932689921474,545.6510251355978,73999.90588544628
Brinjal,Rajahmundry,10.0,36.0,10.0,4,1458,20.924729157856273,37.10994260035499,1066.1620274512607,459.7926424118676,22072.086529300006
Brinjal,Rajahmundry,10.0,36.0,10.0,4,1083,26.03308980675535,32.74530805110204,1451.9250072330246,588.3493100454243,5229.058041349024
Brinjal,Rajahmundry,10.0,36.0,10.0,4,896,17.788393594033607,37.271430901162766,1382.655844774984,280.77107180927084,15793.37451060347
Brinjal,Rajahmundry,10.0,36.0,10.0,4,1083,16.695301677170036,35.06980092783906,1064.3094980959113,246.39155375495992,18588.881636623686
Brinjal,Rajahmundry,10.0,36.0,10.0,4,142,18.793572682804484,31.14621596238238,583.5353882034283,189.6320872704407,980.9078702261922
Brinjal,Rajahmundry,10.0,36.0,10.0,4,194,20.523245280231038,35.623206530617914,696.1479991684567,587.5510263589554,1645.6934570476415
Brinjal,Rajahmundry,10.0,36.0,10.0,4,380,25.885314826984928,34.012523809892684,1768.6270247462598,220.6239098411409,1099.088478917547
Brinjal,Rajahmundry,10.0,36.0,10.0,4,733,18.617569911788262,36.51689258528003,1059.1817812092509,343.33345013787846,11717.688288322339
Brinjal,Rajahmundry,10.0,36.0,10.0,4,633,17.1579873645762,31.468578271924322,1313.7132896719968,244.43360288405475,7500.457151795308
Brinjal,Rajahmundry,10.0,36.0,10.0,4,645,17.590482701636155,32.97671649583312,1007.4820822960638,164.60341036012227,8752.035304600855
Brinjal,Rajahmundry,10.0,36.0,10.0,4,146,22.981324206501803,31.188665030031878,2221.8729730349096,744.6106803722693,-1768.2118931717878
Brinjal,Rajahmundry,10.0,36.0,10.0,4,1696,16.22802626334338,36.851767970656226,485.93741689750027,518.0946575788014,33973.83386112629
Brinjal,Rajahmundry,10.0,36.0,10.0,4,1815,18.46097269203647,33.26739914009795,1365.950567420247,532.7783400712071,24974.935095740133
Brinjal,Rajahmundry,10.0,36.0,10.0,4,177,21.195374934237996,35.98179075456305,380.7030463593154,276.7058610408145,1959.7866927974037
Brinjal,Rajahmundry,10.0,36.0,10.0,4,1130,23.621387458355976,36.67997284296213,1949.1557104188923,121.3305069135159,12685.715267272542
Brinjal,Rajahmundry,10.0,36.0,10.0,4,1397,21.03205356169331,34.434844318476166,833.4351079964052,288.4702616645667,17601.79331756468
Brinjal,Rajahmundry,10.0,36.0,10.0,4,584,18.168665887540346,34.660548662535625,2149.5619689314485,162.44303009843935,7319.254541567354
Brinjal,Rajahmundry,10.0,36.0,10.0,4,225,17.49343102364791,37.01179642132725,1605.903397818907,575.3716234011426,2210.3571932577997
Brinjal,Rajahmundry,10.0,36.0,10.0,4,166,23.20728667514902,34.0529911326306,1585.2388663711724,615.775732776439,-400.62765920566926
Brinjal,Rajahmundry,10.0,36.0,10.0,4,722,24.250746321190764,33.707948732853694,580.6766661502403,298.6431340591071,5948.7803410112865
Brinjal,Rajahmundry,10.0,36.0,10.0,4,1641,25.916191889166132,34.974397600513726,837.5769420222399,448.77338849425814,13578.165241804905
Brinjal,Rajahmundry,10.0,36.0,10.0,4,1864,26.283871696606646,30.654247414565337,795.7321549675621,355.74977377184035,6994.898409535606
Brinjal,Rajahmundry,10.0,36.0,10.0,4,723,17.9353588312032,31.943282573169398,927.2093711264636,221.36151670632836,8979.157977608767
Brinjal,Rajahmundry,10.0,36.0,10.0,4,922,25.29699158122036,30.97177544069649,340.1334591423943,587.8730236564951,4304.144235638101
Brinjal,Rajahmundry,10.0,36.0,10.0,4,1019,17.410020143414965,33.46456031312934,2432.8349532058114,705.8549881257862,13220.886491607347
Brinjal,Rajahmundry,15.0,36.0,10.0,8,745,26.73072535980754,34.13339121066325,1890.3714125679064,674.6030312073468,2950.011615112253
Brinjal,Rajahmundry,15.0,36.0,10.0,8,293,22.21303924455044,34.715611364183275,915.9540060526252,638.6450532343558,2108.65457176544
Brinjal,Rajahmundry,15.0,36.0,10.0,8,425,26.654335918245728,35.71885784762459,738.9152401443034,615.3730285889417,2498.133551252773
Brinjal,Rajahmundry,15.0,36.0,10.0,8,239,17.440237707183396,34.99646430557976,934.9872171285627,506.8667549958286,2754.084184892339
Brinjal,Rajahmundry,15.0,36.0,10.0,8,238,26.265754896374887,32.9086237835485,1606.5428146273773,358.4613370569273,-384.0013565369836
Brinjal,Rajahmundry,15.0,36.0,10.0,8,109,22.124913673732053,34.552238255200635,743.8070171265189,579.2000835158833,31.57127873767331
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1719,18.95011907144865,35.50681960001229,1972.5012917573104,516.947118425491,25971.5197984181
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1673,20.6478818727905,33.111851519109564,2344.964117345217,681.4335854514104,17825.82351549516
Brinjal,Rajahmundry,15.0,36.0,10.0,8,335,20.611997563707902,37.317154083119675,2480.0448482062593,243.50126703726608,2872.68131875942
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1670,26.20565377476888,35.79549516540919,405.8082167209929,647.0601372259904,14962.166768422336
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1902,24.788886968086814,32.05171670434376,660.0430743045499,214.98605855169507,12938.873025504465
Brinjal,Rajahmundry,15.0,36.0,10.0,8,104,18.745470857501996,35.16306165878528,2297.305487017535,321.33760760754626,-911.21365129162
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1165,20.438407160164463,36.47951596419536,1266.0967988544805,363.8611005974353,17057.93385724408
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1814,22.940296677163847,34.48642364578536,1265.238285854346,504.24038963428796,19175.195645590786
Brinjal,Rajahmundry,15.0,36.0,10.0,8,244,25.91540539136534,33.364016793887124,1495.8162944507749,734.5304776751829,-412.88558991064383
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1162,17.46249883965033,37.36679129001703,1680.9577167571192,334.4339302599603,21113.396180309024
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1571,18.000692207928537,36.926129630688756,1389.9319780887245,619.0226377973318,27722.90757527025
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1022,24.71684988122493,31.692059134075805,985.7885491502061,273.942397870126,5868.932909393261
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1050,17.745782243923472,32.07272107082014,1870.940980891951,445.7870409916039,12726.557746357943
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1965,19.8944828861318,36.5130525936385,543.3898213014559,692.5166042141627,31419.583049735047
Brinjal,Rajahmundry,15.0,36.0,10.0,8,315,22.722745018383137,34.216476101730215,1487.6934016482408,440.45023739692544,1692.3816522091638
Brinjal,Rajahmundry,15.0,36.0,10.0,8,423,24.000327738645115,35.78426306313174,1710.524792347654,585.76391112697,2688.3159387832184
Brinjal,Rajahmundry,15.0,36.0,10.0,8,1415,23.934734007115885,34.91301142639675,2118.9574211799722,771.3523561948194,12643.952770907636
Brinjal,Rajahmundry,15.0,36.0,10.0,8,971,22.5006313834741,33.486130200698206,1316.4127680170918,763.0983377282707,8587.408245779243
Brinjal,Rajahmundry,15.0,36.0,10.0,8,495,26.04800601550402,31.601636597830044,521.7481266349503,279.2108722975636,1948.0881393188702
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1739,25.61893821659684,37.31125163388201,1543.2930038962597,587.6555767138245,18201.984452048826
Brinjal,Rajahmundry,12.0,36.0,15.0,9,987,16.448644131706484,35.28984391911537,1996.7426707434236,362.1047588042954,16237.416760624852
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1113,17.035067507278903,31.35057815557303,2148.9671903569306,737.4803387789991,13046.71582241543
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1892,17.422970895080155,37.690856632528806,2145.575790181055,187.26387684228678,36014.000148229505
Brinjal,Rajahmundry,12.0,36.0,15.0,9,924,19.78718125667334,32.842398701128616,800.2703659296478,525.526075655981,10737.224477091047
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1554,16.791425699277937,33.01342013985049,2066.277586915625,103.242416103222,23039.459357630894
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1036,17.434086840601427,33.58443300626612,2199.7399093485055,746.0721622589394,13785.946556021176
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1333,21.393039363361993,37.21287401956297,1591.5500931004478,122.99266917040684,19373.29683444505
Brinjal,Rajahmundry,12.0,36.0,15.0,9,862,17.721255820101838,31.869986302844808,1396.4091000268554,393.2478146531835,10406.5487614444
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1979,19.56391024823378,36.21956909433183,910.6917797847199,254.06804985676794,31796.78902678656
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1592,21.763875769993575,37.62389747291585,1309.7757736374288,490.1137582230335,23449.2650191918
Brinjal,Rajahmundry,12.0,36.0,15.0,9,441,17.121776415249354,37.77749461329083,1404.8290227287337,516.7695121240306,7187.573190483525
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1264,20.491035646942056,33.672880118424594,2059.5204485633926,344.5708993345331,14257.760064056005
Brinjal,Rajahmundry,12.0,36.0,15.0,9,769,18.259427383167598,30.86315760850628,1338.5472792419982,495.3887932838315,7858.332470759617
Brinjal,Rajahmundry,12.0,36.0,15.0,9,117,19.375682535586492,35.74122623848677,1460.8250063185287,474.11912388007283,-20.17551695926977
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1236,20.52824105745352,34.62941038541917,641.5285410475675,227.34969134668978,16560.167056971288
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1024,17.015436329082004,36.02337278938164,899.0640803846587,728.2012868732189,17836.86156808895
Brinjal,Rajahmundry,12.0,36.0,15.0,9,261,20.614329047859442,30.782781760754485,643.5357142056188,601.1805601931783,1409.2498836668092
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1472,20.606232549940323,34.572402685867246,858.5548408952694,237.27916978541697,19462.368429403745
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1890,16.412873807747133,31.34958179028893,2059.815387821017,224.98126343803352,25945.58143574495
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1732,22.212593115660354,35.78985429343565,2071.692928187391,792.11014736881,20652.01328435062
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1411,25.441521855547887,36.57758302488234,1173.8037651606005,567.6595955994524,13971.518949170859
Brinjal,Rajahmundry,12.0,36.0,15.0,9,568,20.589036929354037,32.932728439968955,491.2350328907685,543.2685424376723,5976.71320270083
Brinjal,Rajahmundry,12.0,36.0,15.0,9,1796,18.445171555577094,30.7910318678915,699.1579571975541,508.1290926787845,20965.878071040344
Brinjal,Rajahmundry,12.0,36.0,15.0,9,799,23.8026182594959,37.15649282549019,1674.4747962951524,335.1061000048845,8660.164881929402
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1122,20.300678008206482,34.85012358610662,889.7400098103278,536.9042354943938,14897.833693099234
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1033,24.557412850574472,33.21185684159481,2194.3496439443875,253.6573675566711,6492.033631222948
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1629,24.446942576925416,31.608814865518458,2210.629546975408,441.20183877465956,9014.858572368
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1850,24.838436764231005,33.66153723217848,349.43247830425827,288.0741515694623,15685.229235829109
